Number of Records,Address,Business Id,Categories,Cuisines,City_Old,City,Is Open,Latitude,Longitude,name,Neighborhood,Postal Code,Votes,rating,State
1,Old Hickory Shopping,QC1CKUF_Rbeo1-RckW1qbA,"Pizza, Restaurants, Italian",Italian,Waxhaw,Waxhaw,0,34.92262303,-80.74374522,Rendini's Pizza E Pasta,,28173,3,2,NC
1,7284 Caldwell Rd,qc4X_-PNS-yFjO_JylePtg,"Restaurants, Italian, Chicken Wings, Pizza",Italian,Harrisburg,Harrisburg,1,35.31543998,-80.67430085,Marco's Pizza,,28075,8,4,NC
1,109 McCaul Street,qc764RiIDhpPB_fHROMjZw,"Afghan, Food, Indian, Restaurants, Food Delivery Services",Indian,Toronto,Toronto,0,43.6537184,-79.3909035,Curry Kitchen By the Grange,Downtown Core,M5T 2W7,4,3.5,ON
1,5180 S Fort Apache Rd,QC9bLPcNk6ymAOHf03pHhQ,"Restaurants, Mexican",Mexican,Las Vegas,Las Vegas,1,36.0945476,-115.2967462,Del Taco,Spring Valley,89148,30,3,NV
1,1130 S Casino Center Blvd,QCCVxVRt1amqv0AaEWSKkg,"Breakfast & Brunch, Nightlife, Tuscan, Italian, Soul Food, Restaurants, Pizza, Cocktail Bars, American (New), Bars",Italian,Las Vegas,Las Vegas,1,36.15755071,-115.1528207,Esther's Kitchen,Downtown,89104,210,4.5,NV
1,"2639 E Broadway Rd, Ste 104",qcDMMcAYuGRT5iyic1pIbw,"Italian, Chicken Wings, Pizza, Restaurants, Food",Italian,Mesa,Mesa,1,33.4069405,-111.774087,Pizza Hut,,85204,18,1.5,AZ
1,"860 S Rancho Dr, Ste 2",QCe_OTC_9Vf5-oQuflQH7Q,"Thai, Restaurants",Thai,Las Vegas,Las Vegas,1,36.1606158,-115.1747415,Pad Thai Restaurant,,89106,87,3,NV
1,5350 Mayfield Rd,qcmw9NdY-vAoU7En5uic1g,"Restaurants, Pizza, Italian, Chicken Wings",Italian,Lyndhurst,Lyndhurst,1,41.5195248,-81.4866869,Jet's Pizza,,44124,38,3,OH
1,11598 Boulevard de Salaberry,qcP9AhS2tAM_oAjZ_o7U4g,"Restaurants, Mexican, Venues & Event Spaces, Sports Bars, Nightlife, Cocktail Bars, Event Planning & Services, Bars",Mexican,Dollard-Des-Ormeaux,Dollard-Des-Ormeaux,1,45.4851422,-73.803744,Guaca & Molé,Dollard-des-Ormeaux,H9B 2R8,42,3,QC
1,467 Danforth Avenue,QcpalLGkXwofyrWaIJNXVA,"Mexican, Restaurants",Mexican,Toronto,Toronto,0,43.6777461,-79.3500912,La Cabana,Greektown,M4K 1P1,21,3.5,ON
1,660 Eglinton Avenue W,qCPyN84ieevYZV9ZbUZXgg,"Restaurants, Vietnamese, Thai",Thai,Mississauga,Mississauga,0,43.5920954,-79.6666777,My Pho,East Credit,L5R 3V2,33,3.5,ON
1,444 Spadina Avenue,qcqDjeirxvdgW5kQVkEwSA,"Asian Fusion, Lounges, Restaurants, Canadian (New), Pubs, Bars, Nightlife, Indian",Indian,Toronto,Toronto,1,43.6570704,-79.4001528,The Red Room,Kensington Market,M5T 2G8,119,3,ON
1,791 W Charlotte Ave,qCSWNJ2ClIaO5XTfzsiYFA,"Mexican, Restaurants",Mexican,Mount Holly,Mount Holly,1,35.3035745,-81.0272071,El Valle Mexican Restaurant,,28120,23,3,NC
1,2658 Danforth Avenue,qCTuGaciae73u7C57s2_0Q,"Indian, Restaurants",Indian,Toronto,Toronto,1,43.6888991,-79.2995013,Poonam Delite,The Danforth,M4C 1L4,22,3.5,ON
1,"2737 W Thunderbird Rd, Ste 102",QcV8KIPKbGRnWQPql55bKQ,"Pizza, Italian, Restaurants",Italian,Phoenix,Phoenix,1,33.609811,-112.119194,Rosati's Pizza,,85053,87,2.5,AZ
1,1066 rue de Bleury,QcvRr7GpHYbjUUKamX-b9g,"Mediterranean, Restaurants, Italian, American (New)",Italian,Montréal,Montréal,1,45.5043029,-73.5627688,Capucine,Ville-Marie,H2Z 1N2,3,4.5,QC
1,2044 Lapinière,qcY0PZc17ulyuaDfx0Kmyg,"Vietnamese, Restaurants",Vietnamese,Brossard,Brossard,1,45.47771207,-73.47576452,La Petite Saigonnaise,,J4V 1M8,10,4.5,QC
1,3149 N Rancho Rd,QcyCiiyGZjVbx0X2_Dc4Cw,"Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,0,36.2161409,-115.213356,El Herradero Mexican Grill,,89130,7,2.5,NV
1,"5253 E Brown Rd, Ste 104",qcZvV6eWhOJ97LtArnk7SQ,"Restaurants, Thai",Thai,Mesa,Mesa,1,33.436295,-111.716849,Thai Food Corner,,85205,66,4,AZ
1,9 Stavebank Road N,qd-nuT8GlS3hsjKmDDj72g,"Mexican, Restaurants",Mexican,Mississauga,Mississauga,1,43.55252937,-79.58551884,Burrito Boyz,Port Credit,L5G 2T3,70,4,ON
1,1400 Avenue Dollard,Qd-RnJXE9FQuT-VgabFomA,"Restaurants, Thai, Vietnamese",Thai,LaSalle,LaSalle,0,45.4265692,-73.6273638,Pho Tuong Lai,LaSalle,H8N 1T4,6,3.5,QC
1,"2095 N Dobson Rd, Ste 3",QD1cjsSFtktPNtUDJWb--Q,"Thai, Restaurants, Vietnamese",Thai,Chandler,Chandler,0,33.33599994,-111.8756398,Pho Van Vietnamese Cuisine,,85224,281,3.5,AZ
1,230 Wellington Street E,QD2hfKL2D3pQleSjL6F2Lw,"Coffee & Tea, Bakeries, Pizza, Food, Restaurants, Italian",Italian,Aurora,Aurora,1,44.002619,-79.4555224,Nino D'Aversa Bakery,,L4G 1J5,36,2.5,ON
1,1601 Las Vegas Blvd S,qd6bzLnddkogYbVj7SfcBg,"Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,1,36.15185653,-115.1515953,Super Burrito,Downtown,89104,53,4,NV
1,447 West Cottage Grove Rd,qd7KHsn4B4q3CqNw-yxOWQ,"Restaurants, Diners, Italian, Pizza",Italian,Cottage Grove,Cottage Grove,1,43.088228,-89.2125784,Doughboys Pizza,,53527,16,4,WI
1,758 S Watson Rd,Qdcn5gBtGVNQCK1s6jbMgA,"Mexican, Restaurants, Fast Food",Mexican,Buckeye,Buckeye,1,33.4399752,-112.5568656,El Pollo Loco,,85326,24,3,AZ
1,2061 Steeles Ave W,QdcyxgwnOjT4llsLXnEoIA,"Restaurants, Thai",Thai,Toronto,Toronto,1,43.7863804,-79.4727994,Thai Express,,M3J 3N2,3,1.5,ON
1,1920 S Dobson Rd,qdd1DHfeKHE72_djJxCJdQ,"Mexican, Restaurants",Mexican,Mesa,Mesa,1,33.3796472,-111.878343,Macayo's Mexican Table,,85202,260,3,AZ
1,"300 Borough Dr Food Court, Unit 17/18",QDd3TPw_1kc864RpZs6R6w,"Fast Food, Restaurants, Mexican",Mexican,Scarborough,Scarborough,1,43.7767156,-79.2585058,Chipotle Mexican Grill,Scarborough,M1P 4P5,9,2,ON
1,"3355 E Tropicana Ave, Ste D",QDF7w0casJ78PcPmtMDISw,"Thai, Restaurants",Thai,Las Vegas,Las Vegas,1,36.0989953,-115.1025713,Thai Room,Southeast,89121,169,4,NV
1,972 Boulevard Decarie,qdG4tYLHKJ33Rut7BQM-Zg,"Restaurants, Bars, Nightlife, Mexican, Beer, Wine & Spirits, Pubs, Food",Mexican,Saint Laurent,Saint Laurent,1,45.5141336,-73.6826699,Le Tequila Bar,Saint-Laurent,H4L 3M5,15,4,QC
1,405 E University Ave,QdganL5AW9E_fNoRVroLig,"Thai, Restaurants, Chinese",Thai,Champaign,Champaign,1,40.1160086,-88.2328539,Golden Wok,,61820,109,4,IL
1,1520 W Indian School Rd,QDJBn7I1EdtP9w4nYT24Pw,"Italian, Restaurants, Food, Fast Food, Food Delivery Services, Chinese",Italian,Phoenix,Phoenix,1,33.49543254,-112.0921359,Lucky Kitchen,,85015,133,3,AZ
1,6001 De Jumonville,qdnR6gD22YZWlI-jkQ1vUg,"Restaurants, Italian",Italian,Montréal,Montréal,1,45.57810536,-73.55001761,Le Saint Jacques,Mercier-Hochelaga-Maisonneuve,H1M 1R5,6,4.5,QC
1,6698 Pearl Road,QdO3ofR2axJJp92O0GYQ0g,"Fast Food, Restaurants, Tex-Mex, Mexican",Mexican,Parma Heights,Parma Heights,1,41.381515,-81.782535,Taco Bell,,44130,12,3.5,OH
1,4949 E Elliot Rd,QDRFdG8gPPKL7r4yic8j7Q,"Mexican, Restaurants",Mexican,Phoenix,Phoenix,1,33.3485628,-111.978169,The Original Burrito Company,,85044,274,3.5,AZ
1,3554 N Goldwater Blvd,qdtfcYMROGZVvYcE9F23yg,"Restaurants, Mexican",Mexican,Scottsdale,Scottsdale,0,33.48874,-111.92834,El Molino Mexican Cafe,,85251,118,3.5,AZ
1,6301 Silver Dart Drive,QDTz18m_VuDVy_SVm5qBAA,"Restaurants, Asian Fusion, Vietnamese",Vietnamese,Mississauga,Mississauga,1,43.6828552,-79.6131988,Banh Shop,,L5P,24,1.5,ON
1,3321 Bloor Street W,qDv5GyT2tzlJrbtxqzasQA,"Indian, Restaurants",Indian,Toronto,Toronto,1,43.64522,-79.520588,Roti Palace of India,Etobicoke,M8X 1E7,12,4,ON
1,13910 N Frank Lloyd Wright Blvd,QDvUdj36I_oAzXoFzCQnNA,"Pizza, Italian, Restaurants",Italian,Scottsdale,Scottsdale,1,33.6116043,-111.8647083,Nick's,,85260,133,4,AZ
1,16599 Yonge Street,Qdvz7RQAW2p09udQ2So6Wg,"Restaurants, Chicken Shop, Fast Food, Chicken Wings, Mexican",Mexican,Newmarket,Newmarket,1,44.0324705,-79.4746447,KFC,,L3X 2G8,3,1,ON
1,429 E Main St,QE2DOB7NZW-vBuTDpIhaFA,"Restaurants, Fast Food, Mexican",Mexican,Kent,Kent,1,41.1541666,-81.3517489,Chipotle Mexican Grill,,44240,20,3,OH
1,"20210 N 59th Ave, Ste 102",qEhTuDSCCMdI8Jj6sD6rRQ,"Restaurants, Pizza, Food Delivery Services, Food, Italian, Salad",Italian,Glendale,Glendale,1,33.6692862,-112.1872192,Stevie's New York Style Pizza,,85308,152,4,AZ
1,1109 S Braddock Ave,QEJgZqn_jYMvmkHaY8NKVg,"Thai, Restaurants",Thai,Regent Square,Regent Square,0,40.432559,-79.893698,The Green Mango,,15218,7,3.5,PA
1,2235 S Neil St,qeJnMI5RmyJ2TZvkqvjn6Q,"Pizza, Italian, Caterers, Restaurants, Event Planning & Services",Italian,Champaign,Champaign,1,40.08655045,-88.24698606,Biaggi's Ristorante Italiano,,61820,176,3.5,IL
1,"816 W Britannia Road, Unit 101",QEN53zi2iJAAl3ceR7O68Q,"Pakistani, Indian, Restaurants",Indian,Mississauga,Mississauga,0,43.6089759,-79.6959068,Chatkhara,East Credit,L5V 0A6,10,3,ON
1,1130 W Grove Ave,QeNiUXHqUgiJJnM--UMNNg,"Restaurants, Mexican, Tex-Mex, Fast Food",Mexican,Mesa,Mesa,0,33.3907254,-111.8552892,Chipotle Mexican Grill,,85210,28,3,AZ
1,255 Rutherford Road S,QEqMHowTTj5GKvpiKheGlQ,"Italian, Indian, Restaurants",Indian,Brampton,Brampton,1,43.6880598,-79.7291611,Baba Dhaba,,L6W 4N7,39,4,ON
1,500 E N Ave,QeShrs6cUNBjJoTCkJiB0g,"Salad, Gluten-Free, Restaurants, Desserts, Caterers, Seafood, Food, American (New), Italian, Event Planning & Services",Italian,Pittsburgh,Pittsburgh,1,40.4566092,-80.0015054,Legends Eatery,North Side,15212,138,4,PA
1,6583 Rue Sherbrooke E,QetLZxr4D8Ky3c2VNL6bug,"Italian, Restaurants",Italian,Montréal,Montréal,1,45.5823153,-73.543758,Pacini,Mercier-Hochelaga-Maisonneuve,H1N 1C5,8,2.5,QC
1,"24920 N Lake Pleasant Pkwy, Ste 101",QEwiYOst58ieW2GqTpsEag,"Mexican, Seafood, Salad, Fast Food, Event Planning & Services, Restaurants, Caterers",Mexican,Peoria,Peoria,1,33.7101464,-112.2729106,Rubio's,,85383,49,4,AZ
1,3743 S Las Vegas Blvd,QF2P3oJqCJC9z0TPDDFVxw,"Ethnic Food, Specialty Food, Tacos, Restaurants, Tex-Mex, Mexican, Food",Mexican,Las Vegas,Las Vegas,0,36.1065515,-115.1721097,DJ's Taco Bar,The Strip,89109,335,3.5,NV
1,82 Ontario Street,QF4tRJ-ot7dYwebAsn0seg,"Restaurants, Event Planning & Services, Shopping, Arts & Crafts, Caterers, Cooking Classes, Thai",Thai,Toronto,Toronto,1,43.6540709,-79.3671477,Mengrai Thai,Corktown,M5A 2V3,238,4,ON
1,1923 Queen St E,Qf7x_9ATlcm-thjdxOWJ4A,"Pizza, Italian, Restaurants",Italian,Toronto,Toronto,0,43.6691396,-79.3039884,Viccino Pizzeria,The Beach,M4L 1H3,12,3.5,ON
1,3355 Las Vegas Blvd S,qFAw6wHMMcr4ctF-ZdGhEA,"Restaurants, Italian",Italian,Las Vegas,Las Vegas,1,36.121929,-115.168416,Trattoria Reggiano,The Strip,89109,795,4,NV
1,1109 S Braddock Ave,qfBp53c7Z2DpqUrGhV80zg,"Restaurants, Thai",Thai,Pittsburgh,Pittsburgh,1,40.4325718,-79.893728,Thai Cottage,,15218,87,4,PA
1,"Palace Station Hotel & Casino, 2420 W Sahara Ave",QfD_KzfBGRZ1OLu1Vs1rrA,"Italian, Restaurants",Italian,Las Vegas,Las Vegas,0,36.1444406,-115.1744819,Pasta Cucina,,89102,18,4,NV
1,4255 W Bell Rd,Qfn9qbWKPsfkFZDQzw7kCQ,"Herbs & Spices, Indian, Specialty Food, Restaurants, Pakistani, Food",Indian,Phoenix,Phoenix,0,33.6390426,-112.1516293,Tandoori Village,,85053,19,3.5,AZ
1,9055 Airport Rd,qfoj3E_1vf5CKwdpcJBjPA,"Pizza, Restaurants, American (Traditional), Italian",Italian,Brampton,Brampton,1,43.74542785,-79.69751826,East Side Mario's,,L6S 0B8,17,2,ON
1,"2150 E Williams Field Rd, Ste 120",qFqueIKCVF5PlXmjl1YY9Q,"Italian, Gelato, Coffee & Tea, Desserts, Restaurants, Food, Ice Cream & Frozen Yogurt",Italian,Gilbert,Gilbert,1,33.30683671,-111.743672,Frost Gelato,,85295,396,4.5,AZ
1,8720 Mentor Ave,QFTIBvLlcOPqBe5byK4ZIg,"Food, Delis, Restaurants, Caterers, Italian, Grocery, Event Planning & Services",Italian,Mentor,Mentor,1,41.6716984,-81.3277804,Verdi's Italian Market,,44060,21,5,OH
1,223 Roncesvalles Avenue,Qg2ijqYI_6YUKRr7jeZy-g,"Malaysian, Thai, Restaurants",Thai,Toronto,Toronto,1,43.645908,-79.4486592,The Friendly Thai,Roncesvalles,M6R 2L6,54,2.5,ON
1,615 S College Ave,qgAZPDQStZP_Y5XTiQ6UqA,"Nightlife, Restaurants, Breakfast & Brunch, Wine Bars, Italian, Bars",Italian,Tempe,Tempe,1,33.42402894,-111.9347242,Postino Annex,,85281,618,4.5,AZ
1,1991 Yonge Street,QgcVHtK4som693gpaCWh6A,"Restaurants, Mexican",Mexican,Toronto,Toronto,0,43.70045792,-79.39683013,Asada Mexican Grill,Mount Pleasant and Davisville,M4S 1Z8,14,3.5,ON
1,2240 W Indian School Rd,QGEolvoyxVoWd_d60DcdRA,"Restaurants, Fast Food, Mexican",Mexican,Phoenix,Phoenix,1,33.495328,-112.1081837,Federico's Mexican Food,,85015,18,3,AZ
1,"13530 W Van Buren St, Ste A-104",qgixm44W9chBRmjHif278g,"American (New), Food, Vegetarian, Mexican, Restaurants, American (Traditional), Juice Bars & Smoothies",Mexican,Goodyear,Goodyear,1,33.4509668,-112.3502201,Angel's Diner,,85338,69,4,AZ
1,4224 W Indian School,qgrHmYCDo6OxNNF-hKGJRQ,"Hot Dogs, Restaurants, Food Trucks, Mexican, Food",Mexican,Phoenix,Phoenix,1,33.495908,-112.148492,El Sabroso Hot Dog,,85019,7,3.5,AZ
1,3967 17 Avenue SW,qgSaDRRKMe5J5fwhjv88oQ,"Food, Pizza, Restaurants, Donairs, Italian, Mediterranean",Italian,Calgary,Calgary,1,51.037352,-114.1442961,Brother's Pizza & Donair,,T3E 0C3,12,3,AB
1,15474 Yonge Street,qGtagj4xXNrF9rIEkiihTw,"Restaurants, Seafood, Thai, Chinese",Thai,Aurora,Aurora,1,44.0050128,-79.4693161,Orchid Thai,,L4G 1P2,46,4.5,ON
1,1090 Queen Street W,QGUeajuwtOSegh7JbrbuXA,"Bars, Arts & Entertainment, Nightlife, Music Venues, Restaurants, Italian",Italian,Toronto,Toronto,1,43.6435217,-79.4223131,Church Aperitivo Bar,Beaconsfield Village,M6J 1H7,39,3.5,ON
1,"3041 S Las Vegas Blvd, Ste 5",qGW6A2w5E0rfQV-0f5jrVQ,"Pakistani, Indian, Fast Food, Restaurants",Indian,Las Vegas,Las Vegas,1,36.1321285,-115.1644873,Masala,The Strip,89109,52,3.5,NV
1,11127 W Arizona Ave,QGXJym9oxglaJTD9dicmaA,"Restaurants, Cafes, Italian",Italian,Youngtown,Youngtown,0,33.5928696,-112.2987979,Italia Cafe & Bistro,,85363,13,4,AZ
1,601 Gerrard Street E,QH8B92lZXtLwQV9Fdrpukg,"Restaurants, Sandwiches, Vietnamese",Vietnamese,Toronto,Toronto,1,43.66551399,-79.35194403,Rose's Vietnamese Sandwiches,Riverdale,M4M,24,4.5,ON
1,1533 W. Elliot Rd,qh9_lLcWLQlPODzeGObRMg,"Mexican, Restaurants",Mexican,Gilbert,Gilbert,1,33.349315,-111.822416,Filiberto's Mexican Food,,85233,32,3,AZ
1,"151 Copperpond Boulevard SE, Suite 205",QhawnB2-MBix8Admo3JwDg,"Restaurants, Indian, Canadian (New), Pizza",Indian,Calgary,Calgary,1,50.92387224,-113.9320244,Great Canadian Pizza and Chicken,,T2Z 0Z7,5,4,AB
1,10989 E Dynamite Blvd,qHBAbWoKBl1fst2nZ-jIkA,"Restaurants, Italian",Italian,Scottsdale,Scottsdale,0,33.7436238,-111.8463003,Bella Notte Ristorante,,85262,14,4,AZ
1,9299 Av Du Parc,QhcdPMvz9FopgMaouZrQdQ,"Italian, Cafes, Sandwiches, Restaurants",Italian,Montréal,Montréal,1,45.5381974,-73.6545097,Café Gentile,Ahuntsic-Cartierville,H2N 2A2,7,4,QC
1,611 Fremont St,qHFlEo7ZfsBQrDr7rkIJAQ,"Food Stands, Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,0,36.168245,-115.13913,Mamita's,Downtown,89101,30,3,NV
1,6649 Rue de Marseille,qhhJi92w1kjmAzmWhOmbqw,"Comfort Food, Restaurants, Pizza, Poutineries, Italian",Italian,Montréal,Montréal,1,45.58168055,-73.53928231,Vincent Sous-Marins,Mercier-Hochelaga-Maisonneuve,H1N 1M1,9,3.5,QC
1,2014 W Ann Rd,QhJT2fro3Dp1AaIVY7pgzQ,"Restaurants, Mexican",Mexican,North Las Vegas,Las Vegas,1,36.2623933,-115.1714671,Tacos El Tapatio,,89031,32,4,NV
1,105-320 W Creek Drive,QHjuUoSlAThr9Z1V9_JvVA,"Indian, Restaurants",Indian,Chestermere,Chestermere,1,51.0296303,-113.8405409,Delhi Express,,T1X 0P7,3,4.5,AB
1,2818 Markham Road,qhKNZTtTT6GLnPzQny-v9Q,"Indian, Restaurants, Pakistani, Halal",Indian,Scarborough,Scarborough,1,43.8229066,-79.2475051,Nirala Sweets & Restaurant,Scarborough,M1X 1E6,15,4,ON
1,1471 Rue Crescent,QHovOwmmYutqJAi4tpf5kA,"Pizza, Nightlife, Bars, Restaurants, Italian, Mediterranean",Italian,Montréal,Montréal,0,45.4981247,-73.5771604,Corso 1471,Ville-Marie,H3G 2B2,32,3,QC
1,2224 E Carson St,qHseX2NHeUUedIgs_VasZA,"Breakfast & Brunch, Food, Event Planning & Services, Mexican, Restaurants, Food Trucks, Caterers",Mexican,Pittsburgh,Pittsburgh,1,40.428196,-79.973514,"La Palapa, Traditional Mexican Kitchen",South Side,15203,202,4,PA
1,7005 Tree Ln,QI-CI9wWRxtw60_aQK1BpA,"Mexican, Restaurants, Sri Lankan, Asian Fusion, American (New)",Mexican,Madison,Madison,0,43.0653774,-89.503042,KJ's Curry Bowl,,53717,69,4,WI
1,2212 E Carson St,QI7XeQ11U4D-A5uRcah5Iw,"Restaurants, Mexican",Mexican,Pittsburgh,Pittsburgh,0,40.4282646,-79.9739887,Bea's Taqueria,South Side,15203,10,4,PA
1,713 Main St,qibYmQhLQ6E6HEwCcegl7w,"Wraps, Restaurants, Italian, Pizza",Italian,Pittsburgh,Pittsburgh,1,40.49470988,-79.93469414,Gino Bros. Pizzeria,Sharpsburg,15215,16,4,PA
1,111 Smitfield St,QIELh9m9aefbDtIL_mOsMw,"Mexican, Restaurants",Mexican,Pittsburgh,Pittsburgh,0,40.43758392,-80.00044251,Vicky's Mexican Restaurant,Downtown,15222,9,4,PA
1,1264 S Gilbert Rd,qiKUvyHkDNmmJkzo-BIaIA,"Restaurants, Mexican",Mexican,Mesa,Mesa,1,33.3916971,-111.7888077,Mi Amigo's Mexican Grill,,85204,59,3,AZ
1,5111 Boulder Hwy,QIn3PuGUkinSibUn-NsljQ,"Mexican, Restaurants, Fast Food",Mexican,Las Vegas,Las Vegas,1,36.11287561,-115.0620845,Roberto's Taco Shop,,89122,17,2.5,NV
1,493 Main St,QiqTldItGyzTw4P6dW8RZw,"Restaurants, Mexican",Mexican,Grafton,Grafton,1,41.2812771,-82.0640797,Mezcal Mexican Restaurant,,44044,7,4.5,OH
1,"19420 N 59th Ave, Ste C117",qisbqK1wxuwp6GumMrwB2Q,"Pizza, Restaurants, Italian, Breakfast & Brunch",Italian,Glendale,Glendale,1,33.6621745,-112.1878351,Bottega Pizzeria Ristorante,,85308,231,4.5,AZ
1,"1975 Cottrelle Boulevard, Unit 8",Qiu1W1BlKg6JdefD1jPZqw,"Indian, Restaurants",Indian,Brampton,Brampton,0,43.7724037,-79.6884723,Tandoori Chaska,,L6P 2A1,4,5,ON
1,3820 W Sahara Ave,QiuTcA0bKQMCyOFBFJZ58w,"Tacos, Breakfast & Brunch, Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,1,36.1447029,-115.1916704,Tacos Mexico,Westside,89102,102,3.5,NV
1,1026 Mt Nebo Rd,qIyj7PNUSA1B6_rOkc8nIQ,"Salad, Soup, Restaurants, Thai",Thai,Pittsburgh,Pittsburgh,1,40.551162,-80.0874089,Nicky's Thai Kitchen,,15237,54,4,PA
1,"5694 Highway 7 E, Unit 1a",qiZ7t01x0xqqB0RIvO3yuQ,"Restaurants, Indian",Indian,Markham,Markham,1,43.87212,-79.268287,The Bombay Grill,Unionville,L3P 1B4,48,3.5,ON
1,258 N Craig St,QiZCMGZEwVtg1ybOKybLhQ,"Restaurants, Japanese, Chinese, Vietnamese",Vietnamese,Pittsburgh,Pittsburgh,0,40.451222,-79.9515915,Kanda House,Oakland,15213,7,2.5,PA
1,3355 Las Vegas Blvd S,Qj1BoynaIVZiKEe8Peq3_g,"Restaurants, Food, Vegetarian, Italian",Italian,Las Vegas,Las Vegas,1,36.12212925,-115.1696676,Eats Italian,The Strip,89109,26,2,NV
1,"20 Dewside Drive, Unit  D10",qjaMwPcTyq5_JLcZpmTqNw,"Indian, Restaurants",Indian,Brampton,Brampton,1,43.7565665,-79.7622914,Le Kochi Cuisine Restaurant,,L6R 3Y3,22,3.5,ON
1,531 Atkinson Avenue,QJbdDzunUrvAkiqjBGJaqg,"Pizza, Restaurants, Italian",Italian,Vaughan,Vaughan,1,43.8175972,-79.449897,Domino's Pizza,,L4J 8L7,3,2,ON
1,1001 Boulevard Saint-Laurent,qje0dtfyYDRrdgpmTlHu3Q,"Vietnamese, Soup, Restaurants",Vietnamese,Montréal,Montréal,1,45.5080204,-73.5592282,Pho Bang New York,Ville-Marie,H2Z 1J4,160,3.5,QC
1,2680 S Maryland Pkwy,QjfCmeznfZC9BPowyO4Npw,"Restaurants, Thai",Thai,Las Vegas,Las Vegas,1,36.1411631,-115.1363513,Thai Original BBQ,Eastside,89109,119,3,NV
1,"6899 14th Avenue, Unit 3",QJg8AuqITB4t_iKrLI6tOw,"Delis, Grocery, Halal, Cafes, Italian, Coffee & Tea, Food, Restaurants",Italian,Markham,Markham,1,43.860933,-79.2241246,Bodira Cafe and Fine Foods,Box Grove,L6B 0S2,24,4.5,ON
1,1602 E McDowell Rd,qjO0FtFXalKSVZLVq-XewQ,"Restaurants, Mexican",Mexican,Phoenix,Phoenix,1,33.46596403,-112.0474618,Taco Mich,,85006,77,3.5,AZ
1,546 N Gilbert Rd,qjqaRKX7dXqWcKNH1RxLZg,"Mexican, Restaurants, Fast Food, Asian Fusion",Mexican,Gilbert,Gilbert,0,33.3602435,-111.7901059,Fusion Burritos,,85234,15,3.5,AZ
1,415 E Mckellips Rd,QjZQHKP5l_CfX_hM6dh0mA,"Restaurants, Mexican",Mexican,Mesa,Mesa,0,33.4508744,-111.8215474,El Senor Taco,,85203,8,4.5,AZ
1,2350 W Northern Ave,Qk36E2wRexicmtcUrEyWsQ,"Mexican, Restaurants",Mexican,Phoenix,Phoenix,1,33.554358,-112.109722,Los Compadres,,85021,72,3.5,AZ
1,16 Famous Avenue,qk4nledWnMEkDBiBRPhq4A,"Soup, Sandwiches, Restaurants, Italian, Food, Cafes, Salad, Bakeries, Coffee & Tea",Italian,Vaughan,Vaughan,1,43.78840932,-79.54530112,Panera Bread,,L4L 9M3,23,3,ON
1,822 11 Avenue SW,qK9JvMiEqWaK3jS_q-sAdw,"Thai, Restaurants",Thai,Calgary,Calgary,0,51.04298463,-114.0802803,The King & I Thai Cuisine,,T2R 0E5,40,3,AB
1,2024 4 Street,qKAHF3YcBVQ97y1ujg4p2Q,"Asian Fusion, Restaurants, Vietnamese, Soup",Vietnamese,Calgary,Calgary,0,51.03486,-114.0715028,OP To Go,,T2S 1W3,18,3,AB
1,351 Rue de Bellechasse,qKButPdfAkVWBMM9oPMU4w,"Restaurants, Italian, Pizza",Italian,Montréal,Montréal,1,45.5321277,-73.6025407,Elio Pizzeria,Rosemont-La Petite-Patrie,H2S 1X1,42,4,QC
1,131 W Wilson St,qkDlRkNfrXE_4t2vMrTo0A,"Restaurants, Pizza, Italian",Italian,Madison,Madison,1,43.070715,-89.3832104,Paisan's,Capitol,53703,156,3,WI
1,374 Guelph Street,QKjb7gw_UFC24gqY5WgLqg,"Italian, Restaurants, Bakeries, Sandwiches, Food",Italian,Georgetown,Georgetown,1,43.6488762,-79.8797913,San Francisco Italian Bakery,,L7G 4B7,3,4.5,ON
1,3321 E Queen Creek Rd,qKMi-ibwkFGxck4iNf_xmg,"Restaurants, Pizza, Italian",Italian,Gilbert,Gilbert,0,33.2630712,-111.717762,Vito & Nick's Ii,,85298,5,4.5,AZ
1,"9575 W Tropicana Ave, Ste 1",qKn9nynsVYIST8rf6tEFRQ,"Thai, Salad, Restaurants",Thai,Las Vegas,Las Vegas,0,36.099339,-115.30114,Corner Thai Kitchen,Spring Valley,89147,150,4,NV
1,350 Rue Sherbrooke O,qKOFjSSUM4cftB0FTpL_7g,"Pizza, Cafes, Italian, Creperies, Restaurants, Breakfast & Brunch",Italian,Montréal,Montréal,1,45.5081108,-73.5711729,Caffe & Cucina,Plateau-Mont-Royal,H3A 1B5,28,3,QC
1,708 Canyon Rd,QKP7F11Rh7KAdDc1B_j2Lw,"Tacos, Food, Food Trucks, Mexican, Restaurants, Burgers",Mexican,Boulder City,Boulder City,1,35.97595852,-114.847976,BC Dam Tacos & Burgers,,89005,10,5,NV
1,1227 Ave Du Mont-Royal E,QKv_BUkrL0t3sGpdR3H3Kw,"Indian, Restaurants",Indian,Montréal,Montréal,1,45.5291084,-73.5783431,Jaipur Tandoori,Plateau-Mont-Royal,H2J 1Y2,13,3,QC
